ClienteID,Region,Sucursal,Canal,Producto,Fecha_Desembolso,Ingreso_Mensual_Gs,Score_Crediticio,Monto_Gs,TNA_%,Pagos_Por_Anio,Mora,Mora_Dias,Meses_Recuperacion
CLI-013485,San Pedro,Encarnación,Online,Educativo,2022-11-09,7968817,664,15540705,17.66,6,0,0,20
CLI-013486,Amambay,Fuerte Olimpo,Aliado,Vehicular,2022-03-21,11431061,571,27915977,22.2,6,0,0,30
CLI-013487,Misiones,Caacupé,App,Vivienda,2022-12-01,17244213,590,30000000,9.14,4,0,0,44
CLI-013488,Ñeembucú,Villarrica,App,PyME,2022-06-29,2427674,741,62614773,18.24,12,0,0,5
CLI-013489,Caazapá,Filadelfia,Online,Tarjeta,2022-08-13,5929293,547,1000000,39.98,12,1,30,0
CLI-013490,Central,Concepción,Sucursal,Vivienda,2024-06-02,3784155,630,75128604,13.73,6,0,0,32
CLI-013491,Boquerón,Asunción Centro,Sucursal,Consumo,2023-03-16,7235741,597,6300031,20.1,12,0,0,31
CLI-013492,Concepción,Encarnación,App,PyME,2024-11-03,9833346,477,20000000,19.46,4,1,240,0
CLI-013493,Caaguazú,Pedro Juan Caballero,Online,Tarjeta,2023-02-13,13840020,622,1000000,40.54,12,1,360,0
CLI-013494,Cordillera,Concepción,App,Vehicular,2022-01-09,9502894,606,29612577,17.18,12,0,0,14
CLI-013495,Canindeyú,Caacupé,App,Educativo,2024-06-16,22729885,441,4000000,13.13,12,0,0,40
CLI-013496,Ñeembucú,Encarnación,Sucursal,Vivienda,2024-09-22,2543543,428,69966460,14.21,6,0,0,14
CLI-013497,Misiones,Encarnación,Aliado,Vivienda,2022-04-01,4292474,698,30000000,10.75,12,1,120,0
CLI-013498,Caazapá,Ciudad del Este,Aliado,Vehicular,2024-05-09,7294576,639,10123084,19.71,6,0,0,37
CLI-013499,Paraguarí,Filadelfia,Aliado,Consumo,2024-02-12,7115099,603,35253417,22.29,6,1,60,0
CLI-013500,Itapúa,Ciudad del Este,Online,Vivienda,2023-06-07,5639181,642,55315997,15.63,4,1,210,0
CLI-013501,Alto Paraná,Concepción,Online,Vivienda,2023-02-22,5026997,624,30000000,10.7,6,0,0,51
CLI-013502,Amambay,Asunción San Lorenzo,Aliado,Tarjeta,2023-12-24,6964725,635,1000000,42.29,12,0,0,28
CLI-013503,Canindeyú,Villarrica,App,Vivienda,2022-09-13,5215925,573,31964563,11.5,12,0,0,8
CLI-013504,Paraguarí,Concepción,Sucursal,Vivienda,2024-01-21,5216508,446,30000000,9.5,4,1,120,0
CLI-013505,Amambay,Caazapá,Sucursal,Educativo,2022-01-09,3378071,693,9883607,10.73,6,1,90,0
CLI-013506,Misiones,Asunción Centro,Online,Consumo,2024-04-17,5645220,621,2238866,24.07,4,1,360,0
CLI-013507,Canindeyú,Villarrica,Aliado,Educativo,2023-10-31,5088660,660,5395859,19.79,6,1,180,0
CLI-013508,Guairá,Filadelfia,Aliado,Tarjeta,2022-04-13,5175270,780,1313317,49.07,12,0,0,6
CLI-013509,Paraguarí,Salto del Guairá,Aliado,Vivienda,2024-08-09,8872743,829,30000000,15.68,4,0,0,14
CLI-013510,Caazapá,Salto del Guairá,Sucursal,Educativo,2023-01-25,12367386,670,5651110,12.23,6,0,0,34
CLI-013511,Alto Paraná,Salto del Guairá,App,PyME,2022-03-16,5623012,636,46228781,26.75,6,1,30,0
CLI-013512,Paraguarí,Asunción San Lorenzo,App,Educativo,2023-03-03,5316368,604,4000000,16.27,12,0,0,28
CLI-013513,Amambay,Ciudad del Este,App,PyME,2022-11-01,1800000,470,20000000,19.93,6,1,150,0
CLI-013514,San Pedro,Concepción,Sucursal,Vivienda,2022-11-17,22131445,825,30000000,12.3,12,0,0,24
CLI-013515,Canindeyú,Fuerte Olimpo,App,Vivienda,2022-03-13,3055913,720,58309922,15.67,12,1,60,0
CLI-013516,Asunción,Asunción Centro,Aliado,Consumo,2022-11-28,2359799,488,7449456,31.21,6,0,0,33
CLI-013517,Presidente Hayes,Ciudad del Este,Sucursal,Vivienda,2024-07-07,1800000,492,37390517,14.46,6,1,270,0
CLI-013518,Itapúa,Pedro Juan Caballero,App,Educativo,2023-06-14,7732978,596,4000000,17.62,12,0,0,45
CLI-013519,Caaguazú,Encarnación,App,Tarjeta,2025-03-23,11660842,531,2547149,31.38,12,1,60,0
CLI-013520,Amambay,Caazapá,App,Vehicular,2024-09-09,4774791,600,52389257,21.17,12,0,0,57
CLI-013521,Itapúa,Asunción Centro,App,PyME,2024-11-25,3736427,562,21435287,19.15,4,0,0,29
CLI-013522,Concepción,Asunción San Lorenzo,App,PyME,2025-02-08,6661953,682,20000000,20.65,12,0,0,8
CLI-013523,Misiones,Filadelfia,Aliado,Consumo,2024-12-11,4338593,647,4908218,29.16,6,0,0,30
CLI-013524,Itapúa,Coronel Oviedo,Online,Vivienda,2024-02-11,2719003,586,30942333,16.16,12,1,90,0
CLI-013525,Alto Paraná,Asunción Centro,Online,Educativo,2022-01-09,7266281,500,4033612,21.44,6,0,0,51
CLI-013526,San Pedro,Ciudad del Este,Aliado,Consumo,2024-03-08,6851014,546,8418436,25.6,4,0,0,32
CLI-013527,Amambay,Asunción San Lorenzo,Online,Tarjeta,2024-02-23,6730840,510,1141150,48.84,12,1,240,0
CLI-013528,Alto Paraguay,Asunción San Lorenzo,App,Vehicular,2023-05-02,7332313,628,51744351,16.07,6,0,0,23
CLI-013529,Boquerón,Coronel Oviedo,Aliado,Consumo,2023-06-19,9678394,576,5509971,38.36,4,1,120,0
CLI-013530,Ñeembucú,Caazapá,Aliado,PyME,2024-12-05,11282268,684,30503442,21.6,12,0,0,53
CLI-013531,Asunción,Pedro Juan Caballero,Online,PyME,2022-09-09,4853288,571,43357404,17.34,6,0,0,34
CLI-013532,Ñeembucú,Asunción Centro,Online,Consumo,2024-06-27,4665579,665,2000000,29.74,12,1,360,0
CLI-013533,Amambay,Asunción Centro,Aliado,Vehicular,2022-08-30,10358358,588,10000000,22.94,4,1,360,0
CLI-013534,Paraguarí,Villarrica,Aliado,Vivienda,2024-01-30,3385989,703,130687913,14.65,6,1,270,0
CLI-013535,Guairá,Asunción Centro,Sucursal,Vehicular,2022-04-20,3518596,552,71301818,23.24,4,0,0,38
CLI-013536,Caazapá,Encarnación,Online,Vehicular,2024-06-21,2531170,758,16315291,16.22,12,0,0,14
CLI-013537,Central,Salto del Guairá,Online,Educativo,2025-08-21,6667900,673,4000000,20.04,6,1,180,0
CLI-013538,Cordillera,Salto del Guairá,Aliado,Educativo,2025-01-25,3372509,624,5277929,12.32,12,0,0,37
CLI-013539,San Pedro,Encarnación,Online,PyME,2025-04-26,5004420,850,65291429,20.94,4,0,0,3
CLI-013540,Boquerón,Pilar,Online,Vehicular,2023-05-27,9097792,836,21891491,19.81,6,1,300,0
CLI-013541,Central,Pilar,Sucursal,Tarjeta,2024-03-24,4134965,660,2609594,45.5,12,0,0,49
CLI-013542,Boquerón,Ciudad del Este,App,Educativo,2023-03-08,4529189,622,4000000,17.95,6,0,0,44
CLI-013543,Central,Asunción Luque,Online,Consumo,2024-01-05,5942489,423,8179725,19.62,12,0,0,61
CLI-013544,Paraguarí,Fuerte Olimpo,Aliado,Vivienda,2024-01-23,1800000,779,32591491,15.67,4,0,0,19
CLI-013545,Amambay,Villarrica,Online,Tarjeta,2022-01-08,23949158,735,1309836,49.14,12,0,0,10
CLI-013546,Boquerón,Villa Hayes,Online,PyME,2022-07-26,7769859,609,39894558,30.38,6,0,0,27
CLI-013547,Boquerón,Asunción Centro,Sucursal,Educativo,2025-01-17,4112576,565,4000000,17.98,6,0,0,24
CLI-013548,Canindeyú,Encarnación,Online,Vivienda,2023-02-24,10546374,656,74642217,13.09,12,0,0,47
CLI-013549,Asunción,San Juan Bautista,App,Vivienda,2022-09-16,6109234,709,41351455,12.08,12,0,0,42
CLI-013550,Amambay,Coronel Oviedo,Aliado,PyME,2022-02-18,5199280,605,20000000,24.95,12,1,330,0
CLI-013551,Canindeyú,Ciudad del Este,Online,Vivienda,2024-11-30,5833135,666,37796228,12.42,6,1,90,0
CLI-013552,Cordillera,Coronel Oviedo,Aliado,Vehicular,2022-02-17,8475513,764,70803238,21.22,4,0,0,22
CLI-013553,Ñeembucú,Caazapá,Sucursal,Tarjeta,2023-04-05,2507836,498,1000000,38.62,12,0,0,53
CLI-013554,Central,Villarrica,Sucursal,Educativo,2023-06-26,6709372,684,17984716,14.46,6,1,270,0
CLI-013555,Amambay,Caazapá,App,Consumo,2022-04-16,7734204,490,4835816,35.09,12,0,0,17
CLI-013556,Ñeembucú,Pilar,App,Educativo,2023-09-15,9924160,514,12477532,19.83,6,1,120,0
CLI-013557,Paraguarí,Fuerte Olimpo,Online,Vehicular,2023-08-05,4840892,558,23730795,18.26,6,0,0,50
CLI-013558,Caaguazú,Asunción San Lorenzo,Aliado,Consumo,2022-09-14,13029187,575,10354959,31.81,4,1,60,0
CLI-013559,Guairá,Pedro Juan Caballero,Sucursal,Vehicular,2025-01-31,4859812,719,11801497,22.29,12,0,0,50
CLI-013560,Asunción,Concepción,Online,Vivienda,2023-06-25,3509293,653,35460319,12.46,6,1,240,0
CLI-013561,Alto Paraná,Fuerte Olimpo,Online,Educativo,2022-03-29,2221544,544,4000000,18.37,6,1,240,0
CLI-013562,Caaguazú,Caacupé,Aliado,Educativo,2024-07-16,4486639,496,20621524,12.91,6,0,0,37
CLI-013563,Boquerón,Concepción,Online,Tarjeta,2025-08-06,15010076,727,1066500,32.3,12,0,0,8
CLI-013564,Cordillera,Ciudad del Este,App,Tarjeta,2023-06-06,4098780,760,2612392,45.22,12,0,0,17
CLI-013565,Guairá,Asunción Centro,Aliado,Consumo,2022-09-06,1800000,663,4592687,21.29,12,0,0,58
CLI-013566,Alto Paraná,Caazapá,App,Vivienda,2025-04-21,10231040,595,30000000,16.12,4,0,0,36
CLI-013567,Boquerón,Fuerte Olimpo,App,Vehicular,2022-09-22,3810919,678,11580752,12.09,4,0,0,42
CLI-013568,Central,Asunción Centro,Sucursal,Vehicular,2025-04-21,12922511,725,37164693,19.52,4,0,0,52
CLI-013569,San Pedro,San Pedro del Ycuamandiyú,App,Educativo,2023-07-14,6232919,549,7942914,10.1,12,0,0,9
CLI-013570,Caaguazú,Encarnación,Online,Vivienda,2022-08-25,5385233,683,34267568,11.48,4,1,300,0
CLI-013571,Concepción,Coronel Oviedo,Aliado,Tarjeta,2024-05-05,3214341,693,1000000,47.69,12,1,270,0
CLI-013572,Caazapá,Asunción Centro,Online,PyME,2024-02-18,4059289,634,27433088,26.62,6,0,0,19
CLI-013573,Central,Caazapá,Online,Consumo,2023-07-04,3332609,603,14585100,32.93,6,1,360,0
CLI-013574,Canindeyú,Asunción San Lorenzo,Sucursal,Educativo,2023-08-17,6673082,574,4000000,16.52,6,0,0,55
CLI-013575,Paraguarí,Ciudad del Este,Sucursal,Consumo,2022-05-14,9975504,724,4517020,30.75,4,0,0,31
CLI-013576,Boquerón,Ciudad del Este,App,Tarjeta,2024-05-25,6288502,732,3770995,32.33,12,1,300,0
CLI-013577,Misiones,Asunción Luque,Online,PyME,2022-06-29,5793043,590,25539866,28.59,4,0,0,48
CLI-013578,Boquerón,Asunción Luque,Sucursal,Consumo,2023-03-17,2956335,675,16306100,22.25,6,1,150,0
CLI-013579,Caazapá,Pilar,Aliado,Consumo,2022-05-09,4925904,818,6161915,32.18,6,0,0,11
CLI-013580,Boquerón,Asunción Centro,Online,Vivienda,2022-08-26,3701610,850,30000000,13.36,4,0,0,45
CLI-013581,Alto Paraguay,Pedro Juan Caballero,Aliado,Vivienda,2022-12-29,4466744,645,209393862,9.36,12,0,0,35
CLI-013582,Cordillera,Fuerte Olimpo,Sucursal,Vivienda,2022-08-29,7062295,667,59163891,11.96,6,1,180,0
CLI-013583,Misiones,Villarrica,Online,Tarjeta,2025-05-14,7025065,570,1612786,46.25,12,0,0,12
CLI-013584,Guairá,Asunción San Lorenzo,Aliado,Vehicular,2024-02-11,3080350,679,64648832,17.07,12,1,240,0
CLI-013585,Canindeyú,Fuerte Olimpo,Aliado,Consumo,2023-03-20,4823349,595,5908287,26.56,4,0,0,9
CLI-013586,Concepción,Asunción Luque,Aliado,Vehicular,2022-02-03,3511214,672,25532203,13.76,6,0,0,43
CLI-013587,Amambay,Fuerte Olimpo,Online,PyME,2022-06-12,2270837,641,28506030,18.77,4,1,330,0
CLI-013588,Alto Paraná,Asunción Centro,Sucursal,PyME,2023-10-27,35107581,516,48378227,16.25,12,0,0,15
CLI-013589,Alto Paraguay,Asunción San Lorenzo,Online,Consumo,2023-05-18,10952435,770,5340505,25.3,6,0,0,9
CLI-013590,Caazapá,Asunción Luque,App,Tarjeta,2024-06-27,7680018,572,2187210,37.8,12,1,300,0
CLI-013591,Guairá,San Juan Bautista,App,Vivienda,2025-06-16,8794265,504,30000000,10.42,6,0,0,24
CLI-013592,Cordillera,Salto del Guairá,Sucursal,Vivienda,2025-05-22,12504505,526,30000000,14.64,4,1,330,0
CLI-013593,Alto Paraná,Concepción,Sucursal,Consumo,2024-02-23,3071211,657,7344947,35.39,6,0,0,13
CLI-013594,Ñeembucú,Concepción,Sucursal,Consumo,2024-06-25,11129261,699,13348440,16.67,12,1,330,0
CLI-013595,Canindeyú,Pedro Juan Caballero,Sucursal,Vehicular,2023-10-06,3929358,569,12420909,17.77,12,0,0,7
CLI-013596,Itapúa,Salto del Guairá,Aliado,PyME,2023-05-29,4461214,629,35453369,20.54,12,0,0,17
CLI-013597,Canindeyú,Asunción Luque,Online,Vehicular,2024-09-01,9950977,593,25098265,12.01,6,0,0,21
CLI-013598,Cordillera,San Juan Bautista,Online,Vehicular,2025-01-21,4939547,609,21578925,24.08,6,0,0,6
CLI-013599,Concepción,Asunción San Lorenzo,App,Vehicular,2023-03-22,8291288,638,10000000,13.07,6,0,0,57
CLI-013600,Asunción,Salto del Guairá,Online,PyME,2023-03-17,3282751,744,33382311,25.08,6,0,0,30
CLI-013601,Itapúa,Caazapá,Online,Educativo,2025-07-22,8996924,653,4000000,10.53,12,1,150,0
CLI-013602,Canindeyú,Asunción Luque,App,Educativo,2023-06-26,3968735,647,20961924,17.9,12,1,90,0
CLI-013603,Ñeembucú,Pilar,App,Vivienda,2023-01-25,9369444,738,30000000,12.01,6,0,0,12
CLI-013604,Presidente Hayes,Caazapá,Online,Vivienda,2024-08-02,16334027,579,30935393,10.41,6,0,0,47
CLI-013605,Amambay,Coronel Oviedo,Aliado,Tarjeta,2022-04-16,4651303,667,1905660,34.49,12,0,0,60
CLI-013606,Caazapá,Pilar,Online,PyME,2024-10-15,4217551,625,20000000,18.0,6,1,240,0
CLI-013607,Itapúa,Ciudad del Este,Online,Educativo,2024-12-31,16461346,567,4000000,17.74,12,0,0,51
CLI-013608,Presidente Hayes,Coronel Oviedo,Aliado,Vivienda,2023-10-19,4290223,538,30000000,11.62,12,1,360,0
CLI-013609,Misiones,Pilar,App,Tarjeta,2024-11-21,4407454,652,5938259,49.09,12,0,0,20
CLI-013610,Presidente Hayes,Ciudad del Este,Sucursal,Tarjeta,2023-10-04,3813329,551,1000000,36.23,12,0,0,41
CLI-013611,San Pedro,Concepción,Sucursal,Vivienda,2024-01-22,2745660,520,30000000,14.86,4,0,0,22
CLI-013612,San Pedro,Caazapá,Online,Tarjeta,2023-06-29,4095557,663,4394238,33.45,12,0,0,6
CLI-013613,Presidente Hayes,Salto del Guairá,Sucursal,PyME,2023-04-13,3599496,549,30298116,23.66,4,0,0,44
CLI-013614,Concepción,Asunción Luque,App,Vehicular,2025-09-11,4523868,632,67748423,22.7,6,0,0,20
CLI-013615,Concepción,San Pedro del Ycuamandiyú,App,Tarjeta,2022-02-19,4863876,665,1000000,37.08,12,1,30,0
CLI-013616,Itapúa,Ciudad del Este,Aliado,Consumo,2023-08-16,7891127,563,10782191,22.79,12,0,0,49
CLI-013617,Alto Paraná,Asunción Centro,Online,Educativo,2022-08-22,2774330,634,4380169,13.68,12,0,0,13
CLI-013618,Itapúa,Coronel Oviedo,Sucursal,Educativo,2022-10-14,4308442,678,4107080,12.07,6,1,360,0
CLI-013619,Central,Asunción Luque,Sucursal,Consumo,2023-05-19,10325659,806,29624406,23.58,12,0,0,44
CLI-013620,Cordillera,Caacupé,Sucursal,Tarjeta,2023-12-08,10061043,506,1000000,34.15,12,0,0,24
CLI-013621,Boquerón,Ciudad del Este,App,PyME,2024-02-19,8096391,581,48374902,21.88,6,0,0,29
CLI-013622,Canindeyú,Encarnación,Sucursal,Consumo,2022-01-15,2010057,597,11614155,37.58,12,1,180,0
CLI-013623,Caaguazú,Asunción San Lorenzo,App,Vivienda,2025-06-29,5518651,741,42643315,14.05,12,0,0,12
CLI-013624,Caazapá,Caacupé,Online,PyME,2024-04-10,3961823,552,21858160,18.89,4,1,60,0
CLI-013625,Ñeembucú,Coronel Oviedo,Online,Vivienda,2022-12-12,3462982,800,30000000,14.21,4,0,0,38
CLI-013626,Caazapá,Caazapá,Aliado,PyME,2024-10-14,4320195,614,22633489,25.98,6,1,300,0
CLI-013627,San Pedro,Villarrica,Aliado,Tarjeta,2024-06-05,15189846,557,1000000,43.49,12,1,210,0
CLI-013628,Ñeembucú,Ciudad del Este,Online,Tarjeta,2022-02-04,3842414,620,1906589,30.72,12,0,0,32
CLI-013629,Amambay,Villarrica,App,Vivienda,2025-05-24,7949423,698,30000000,13.55,4,0,0,19
CLI-013630,Caaguazú,Caazapá,Sucursal,Consumo,2023-03-22,3269473,749,15796269,21.98,4,1,90,0
CLI-013631,Amambay,Coronel Oviedo,Online,Vivienda,2025-04-13,16481409,644,30000000,16.95,6,0,0,16
CLI-013632,Caazapá,Villarrica,App,Tarjeta,2022-07-09,8161126,743,1000000,44.11,12,0,0,31
CLI-013633,Asunción,Ciudad del Este,Sucursal,Vehicular,2022-12-16,11598733,596,23406463,20.6,12,0,0,13
CLI-013634,Misiones,San Pedro del Ycuamandiyú,Sucursal,Vehicular,2022-10-18,6317754,653,10000000,25.68,6,0,0,19
CLI-013635,Caazapá,Pedro Juan Caballero,Online,Consumo,2022-02-08,3925767,413,7125923,20.07,12,1,210,0
CLI-013636,Asunción,Encarnación,Aliado,Tarjeta,2024-08-26,2658694,553,1615043,36.93,12,1,240,0
CLI-013637,San Pedro,Concepción,Online,PyME,2024-04-11,6591720,619,20000000,19.32,4,1,90,0
CLI-013638,Boquerón,Asunción Centro,App,Educativo,2023-05-02,6259794,622,11502027,17.34,12,0,0,17
CLI-013639,Caazapá,Filadelfia,Online,PyME,2024-01-16,7170808,430,58019326,15.09,6,1,30,0
CLI-013640,Asunción,Pedro Juan Caballero,Sucursal,Consumo,2023-10-12,2305959,635,12581584,38.69,4,1,240,0
CLI-013641,Asunción,Asunción Luque,Sucursal,Tarjeta,2022-08-23,4958667,539,1000000,37.73,12,0,0,40
CLI-013642,Asunción,Asunción San Lorenzo,Sucursal,Vivienda,2024-12-12,7397220,584,30000000,12.66,6,0,0,35
CLI-013643,Caaguazú,Fuerte Olimpo,App,Educativo,2025-03-28,5466284,626,6288049,11.73,6,0,0,56
CLI-013644,Ñeembucú,Pedro Juan Caballero,Aliado,PyME,2023-10-24,8421551,660,48649613,21.59,6,0,0,35
CLI-013645,Itapúa,Asunción Centro,App,Tarjeta,2022-11-03,3682279,595,1033579,40.27,12,1,300,0
CLI-013646,Paraguarí,Caacupé,Aliado,Educativo,2023-07-08,2954948,636,6285677,20.83,12,0,0,20
CLI-013647,Alto Paraguay,Fuerte Olimpo,Aliado,Consumo,2022-10-24,21376992,433,32519601,33.72,6,1,360,0
CLI-013648,Itapúa,Fuerte Olimpo,App,Vivienda,2023-12-07,4592671,583,63965237,16.4,12,1,180,0
CLI-013649,Alto Paraguay,Encarnación,Sucursal,Educativo,2025-08-04,10730553,487,8646468,19.32,6,1,150,0
CLI-013650,Cordillera,Ciudad del Este,Aliado,Vivienda,2023-10-10,2770056,526,30000000,17.12,6,0,0,46
CLI-013651,Guairá,Fuerte Olimpo,Online,Vivienda,2023-03-11,10148765,539,44342969,13.92,12,1,240,0
CLI-013652,Paraguarí,Fuerte Olimpo,Sucursal,PyME,2022-11-11,10811516,645,37843475,31.19,6,1,240,0
CLI-013653,Canindeyú,Pilar,Online,Vehicular,2022-07-29,1800000,750,10000000,13.76,4,0,0,19
CLI-013654,Boquerón,Encarnación,Online,Vivienda,2022-09-29,6065676,489,30000000,17.51,4,0,0,12
CLI-013655,Caaguazú,Encarnación,Sucursal,Tarjeta,2024-04-15,1800000,520,1269740,36.65,12,1,270,0
CLI-013656,Asunción,Villarrica,App,Vivienda,2022-12-30,4039596,640,30000000,14.23,12,0,0,40
CLI-013657,Itapúa,Pedro Juan Caballero,Aliado,Consumo,2023-10-06,9348598,655,9820097,30.62,4,0,0,13
CLI-013658,Central,Villa Hayes,Aliado,PyME,2023-08-01,4964183,626,33829893,26.74,12,1,360,0
CLI-013659,Cordillera,Caazapá,Sucursal,Tarjeta,2022-02-26,10362474,723,1414507,35.62,12,1,90,0
CLI-013660,Asunción,Caazapá,Online,Educativo,2025-05-06,3187631,557,4000000,20.77,6,0,0,40
CLI-013661,Guairá,Villa Hayes,Online,PyME,2022-02-22,2365339,614,44966305,16.93,4,0,0,21
CLI-013662,Ñeembucú,Villarrica,Sucursal,Vehicular,2023-09-11,1800000,676,16608113,20.74,4,0,0,26
CLI-013663,Concepción,Villarrica,Aliado,Vehicular,2023-07-15,3254250,510,28319634,23.2,12,0,0,32
CLI-013664,Paraguarí,San Pedro del Ycuamandiyú,Aliado,Vehicular,2024-10-22,3305122,521,10000000,14.58,6,1,210,0
CLI-013665,Guairá,San Pedro del Ycuamandiyú,Sucursal,PyME,2022-06-23,22889738,752,21426699,15.08,4,0,0,9
CLI-013666,Caazapá,San Juan Bautista,Aliado,Educativo,2023-04-04,4259519,487,5086899,19.55,6,1,180,0
CLI-013667,Canindeyú,Asunción Centro,App,PyME,2023-03-30,4864386,625,20000000,15.24,4,0,0,40
CLI-013668,San Pedro,Caacupé,Online,Vehicular,2024-05-03,4502157,773,20542383,14.7,6,0,0,17
CLI-013669,Alto Paraná,San Pedro del Ycuamandiyú,Online,PyME,2023-06-07,5426596,642,35592321,28.14,12,0,0,9
CLI-013670,Caaguazú,Coronel Oviedo,Sucursal,Tarjeta,2025-08-14,3397305,601,4617750,34.16,12,0,0,22
CLI-013671,Paraguarí,Asunción Luque,Sucursal,Vehicular,2024-06-29,6034573,768,10585060,13.01,6,0,0,40
CLI-013672,Ñeembucú,Filadelfia,Sucursal,Tarjeta,2022-11-22,9403281,633,1000000,33.51,12,0,0,57
CLI-013673,Misiones,Coronel Oviedo,App,Vivienda,2024-12-05,6624767,700,66616964,12.85,4,1,360,0
CLI-013674,Alto Paraná,Asunción Centro,Online,Vehicular,2023-07-23,8856759,725,17128438,20.44,4,0,0,40
CLI-013675,Canindeyú,Fuerte Olimpo,App,Educativo,2024-03-24,5700520,557,5021289,13.99,12,0,0,42
CLI-013676,Itapúa,Pilar,Aliado,PyME,2022-08-08,8622482,563,40051943,27.34,12,0,0,44
CLI-013677,Concepción,Concepción,Aliado,Tarjeta,2022-05-25,13956722,696,1000000,30.03,12,0,0,24
CLI-013678,Guairá,Asunción Centro,Aliado,Educativo,2022-03-11,3531194,658,4218996,10.17,12,0,0,43
CLI-013679,Ñeembucú,Villa Hayes,Sucursal,Consumo,2023-03-20,2555548,688,3163717,38.84,6,0,0,6
CLI-013680,Canindeyú,Villa Hayes,App,Educativo,2022-07-19,3242824,499,5128107,21.52,6,1,150,0
CLI-013681,Asunción,Ciudad del Este,Aliado,PyME,2022-05-21,4312433,526,21289790,24.45,4,0,0,38
CLI-013682,Boquerón,Asunción San Lorenzo,Aliado,Vehicular,2022-07-30,4065176,594,16059720,22.18,6,0,0,11
CLI-013683,Boquerón,Filadelfia,App,Tarjeta,2024-11-20,6522592,739,1000000,41.06,12,1,30,0
CLI-013684,Asunción,Asunción Centro,Aliado,PyME,2023-05-15,4040874,644,21170702,29.58,4,1,240,0
CLI-013685,Presidente Hayes,Asunción Centro,Online,Educativo,2024-04-23,4685881,517,8426074,17.69,6,1,90,0
CLI-013686,San Pedro,Encarnación,Online,Vivienda,2023-08-28,6405181,723,66141968,13.32,12,0,0,12
CLI-013687,Guairá,San Pedro del Ycuamandiyú,Aliado,PyME,2024-02-23,6265605,470,26555057,20.76,6,1,60,0
CLI-013688,Cordillera,Asunción Luque,Sucursal,Vehicular,2022-01-10,8060723,553,54472814,19.94,4,0,0,17
CLI-013689,Misiones,Caacupé,Aliado,Tarjeta,2023-05-31,8056820,567,3106563,48.65,12,0,0,45
CLI-013690,Alto Paraná,Asunción Centro,Sucursal,Vivienda,2022-05-16,5404469,696,69722977,16.47,12,1,180,0
CLI-013691,Ñeembucú,Asunción Luque,Sucursal,PyME,2022-10-21,9866381,637,20645616,18.13,6,0,0,47
CLI-013692,Paraguarí,Asunción Luque,App,Vehicular,2024-12-23,7623616,618,15048871,24.68,12,0,0,56
CLI-013693,San Pedro,Pilar,Aliado,Vivienda,2025-07-27,4042660,691,33902962,11.98,4,1,210,0
CLI-013694,Paraguarí,San Juan Bautista,Online,Consumo,2025-02-28,3816198,714,10316247,21.58,6,0,0,44
CLI-013695,Ñeembucú,Asunción Luque,Aliado,Educativo,2022-05-10,20851881,586,15979126,14.99,12,0,0,35
CLI-013696,Caazapá,Fuerte Olimpo,App,Vivienda,2024-10-30,3545245,631,53579168,12.59,4,1,180,0
CLI-013697,Amambay,Pilar,Aliado,PyME,2023-10-11,1857056,508,63823351,20.76,4,1,120,0
CLI-013698,Guairá,San Juan Bautista,Sucursal,PyME,2023-03-15,7612525,480,20000000,21.63,6,0,0,52
CLI-013699,Itapúa,Coronel Oviedo,Sucursal,Vivienda,2022-06-29,3954226,536,30000000,13.28,12,1,180,0
CLI-013700,Caaguazú,Caacupé,Sucursal,Consumo,2025-08-13,1800000,693,16946817,36.42,4,0,0,9
CLI-013701,Guairá,Encarnación,Aliado,Consumo,2024-03-26,5306613,659,8537799,33.7,4,0,0,32
CLI-013702,Misiones,Villa Hayes,Online,Vehicular,2024-10-29,6720822,590,10104262,24.55,4,0,0,27
CLI-013703,Caazapá,San Pedro del Ycuamandiyú,App,Vehicular,2025-01-04,9911107,617,57929068,16.6,12,1,180,0
CLI-013704,Presidente Hayes,Asunción Luque,Aliado,Consumo,2022-02-18,7734201,651,2424141,18.88,12,1,180,0
CLI-013705,Misiones,Asunción Luque,Online,Tarjeta,2025-08-17,10203548,550,1000000,41.66,12,0,0,18
CLI-013706,Caaguazú,Coronel Oviedo,Sucursal,Vivienda,2022-12-01,3606515,641,43259187,11.35,6,0,0,37
CLI-013707,Concepción,San Juan Bautista,Sucursal,Educativo,2022-10-30,10536790,344,4000000,16.89,6,0,0,22
CLI-013708,Concepción,San Pedro del Ycuamandiyú,Online,Consumo,2023-04-03,10792678,681,19310309,29.78,6,0,0,27
CLI-013709,Itapúa,Encarnación,App,PyME,2023-11-17,7876158,607,103257128,19.59,4,0,0,14
CLI-013710,Guairá,Villarrica,App,Vehicular,2023-11-15,4068202,637,21538008,13.72,6,0,0,22
CLI-013711,Caaguazú,Salto del Guairá,App,Vehicular,2025-07-02,3974657,600,41455237,25.1,12,1,240,0
CLI-013712,Boquerón,San Pedro del Ycuamandiyú,Online,Vivienda,2023-10-26,11541177,653,73612359,11.33,6,0,0,34
CLI-013713,Presidente Hayes,Villarrica,Online,Vivienda,2022-04-26,6593300,477,54624565,9.99,4,1,90,0
CLI-013714,Guairá,San Pedro del Ycuamandiyú,Sucursal,Tarjeta,2024-06-20,5903016,739,1000000,41.65,12,1,120,0
